uname,sex,message,like,uid,location,emotion,sentiment_score
不胖的uz,女,追寻梦想，迷失自我，又再踏上追梦的道路。不是不爱，只有他们有自己前进的方向,4,19498865,未知,非常积极,1.00 
布洛芬缓释型生鱼片,男,只有情人节属于爱情，剩下的日子都属于梦想,4,20324775,未知,非常积极,0.97 
元素Duck,女,我最爱的电影之一，如果不看上映年份真的觉得是经典老电影那一款,4,283456573,未知,非常积极,1.00 
是木子-李,保密,马戏之王来一个好吗？秋梨膏。,4,36227323,未知,非常积极,0.82 
HeyyLuffy,男,B站真有钱！！！（破音）,4,21892067,未知,非常消极,0.03 
结城丶梨斗,男,已经物是人非,4,1966362,未知,中性,0.50 
KKの哲学,男,这部电影上映的时候刚好学到了牡丹亭，那段时间真是对爱情充满了向往。,4,94404755,未知,非常积极,1.00 
崎壹,保密,我去哔哩哔哩矿产无限公司我哭了支持,4,65300854,未知,积极,0.69 
陆浅浅w,保密,看完了，有点难受，但是他们都追求到了自己的梦想，也是算好的结局吧保卫萝卜哭哭保卫萝卜哭哭,4,80095772,江苏,非常积极,1.00 
微微和风吹,男,遇到你之前，我的梦想是首位，谁也不能动摇。但有了你，要先帮助你实现你的梦想，然后才是我原本的梦想，因为实现你的梦想也成了我的梦想。,4,381836708,云南,非常积极,1.00 
Becomeyu,保密,艺术品大哭,4,1805606832,山东,非常积极,0.92 
NJK虹夏,男,去年和女朋友一起看的，分手后看一次想哭一次，眼中是电影，脑海里想的全是和她在一起的点点滴滴。我一定要再次回到南京，想再一次拥抱那座她出生成长的并且也是承载着我的青春的城市。即使她已经离开这个城市和国度，即使我们已经不大可能再有未来了。,4,45171814,海南,非常积极,1.00 
女满别_,保密,在这个普通的夜晚一个人泪流满面,4,402209314,贵州,积极,0.65 
windknights,男,看完之后，似乎对爱情的理解又深刻了一点。爱情不是非黑即白，不是当下有什么，如今还剩什么，将来会有什么，而是曾经有过什么。爱情似乎不存在终点，不存在惋惜，不存在遗憾。因为每当那段回忆闯进心里时，爱情就又开始了。,4,13447610,江西,非常积极,1.00 
晨晞笑笑,保密,我爱你，你是自由的，虽然没在一起，但是在我眼中我们已经度过了一生了，这一生遇到你真好，祝你幸福，愿你找到你的人生，再见，我的爱人,4,39592848,广东,非常积极,1.00 
亚麻乌罗提,保密,我恨自己点开这个电影，沟通不是你们欧美人最擅长的事情吗,4,170117882,安徽,非常积极,0.96 
吸管嘬可乐,男,其实我们也没有完整看完这部电影，但还是想趁着今天再看一遍Catlonely,4,2288393,北京,非常积极,0.99 
我想要吃芋圆阿,男,好希望电影院重映,4,171843595,广西,积极,0.64 
射手不是艾希,男,请不要在车顶上蹦蹦跳跳，因为车顶会被压塌，别问我怎么知道的笑哭,4,37422329,山西,消极,0.21 
青山戴雨笠,保密,几年前第一次看这个电影的时候我竟然觉得一般般，因为剧情很套路喜极而泣就是梦想现实爱情的权衡,4,316383179,山东,非常积极,1.00 
小夏该吃饭啦,女,没看这部电影之前，他们合唱的那首歌我就在网易云单曲循环好久了，打死也想不到是be啊大哭大哭  男主最后有女朋友我也不会那么伤心，这种一方成立家庭一方孤身一人的就很伤，而且我不太懂，女主应该在第二年或者第三年就结婚了吧，欧美那边事业上升期谈恋爱结婚不影响嘛？,4,93830743,河南,非常积极,1.00 
plzlaolao,保密,看完打开桌上的台灯装作电影谢幕,4,86262926,江苏,消极,0.29 
花开的那些花,保密,单身21年今天再刷一遍o0,4,37997499,四川,非常消极,0.07 
伊之助一只好猪,保密,最有感触的是男主去女主家乡找她的那一段，他只知道是图书馆前面的房子，但依然愿意锲而不舍地找到大半夜，开车走时一个帅气地转弯却让这一切看起来很轻而易举的样子共鸣这种东西，真的很让人头疼,4,52510938,贵州,非常积极,1.00 
很好吃41,保密,最喜欢的片段。最后一面，音乐起梦开始，在绝美的音乐里他们已经过完了最好的一生，掌声响梦醒。是最好的结局，他们的感情不会在俗世中蒙尘，而成为了彼此心中的光会永久照亮梦想的路。,4,480831301,甘肃,非常积极,1.00 
方方是圆圆的呀,保密,好喜欢这个结局，在现实生活中往往陪你走向成功的人并不是陪你到最后的人。最后男女主对视，也是彼此两人之间的和解吧。,4,503542370,辽宁,非常积极,1.00 
i长明i,保密,男女主就算真的在一起最后也不会好的，最后大面是梦想和爱情一个都追求不到保卫萝卜哭哭两个理想主义者在一起太难了，没有物质的爱情终究是一盘散沙,4,11615751,浙江,非常积极,1.00 
诺艾尔的流星,保密,我怎么感觉b站这电影的音响效果还没有别人发的单截出来的片段好呢,4,148992494,上海,非常积极,0.98 
顺心顺意的车友车行,男,彼此成就了对方，却没有成就对方,4,29629614,广东,非常积极,0.98 
阿b我破产了,保密,这导演是音乐鬼才吧，导的音乐剧都是牛逼的。,4,108159531,广东,非常积极,0.88 
彼得潘想长大,男,我看过我想吃掉你的胰脏后有一点感悟，人与人之间的关系很复杂但往往被一些恋情友情之类的名词限制了，有一种基于某种机遇，或者是情窦相识后互相成长互相治愈的关系，过程就是结果，我觉得这也是爱情最好的样子。,4,392578891,未知,非常积极,1.00 
藏宝阁在这儿,保密,尤其是男主选择加入朋友乐队那里，我觉得于男主而言这其实并非远离梦想，而是在外部（与女主的关系，男主想让他们更好）力量的驱动下曲线救国的一种方式。不见得男主一开始就专注梦想就一定能成功，因为的确也要结合时代，可以说要结合时代创新或是掌握一定的话语权之后再去更大力度地展示最纯粹的爵士乐。于女主而言，那一刻的确就像是因为你我也开始勇敢追梦结果你先逃了，而我的追梦之路也并不顺畅的一种孤独被背叛的感觉吧。,4,436400540,未知,非常积极,1.00 
愿争朝夕,男,个人看过的最好的爱情电影，他们在一无所有的时候互相救赎，最后都实现了自己的梦想，虽然结局留有遗憾但却绝不是痛苦，美好的爱情是让人成长的不是让人悔恨的。,4,2808526,未知,非常积极,1.00 
向右观音山,女,三刷，和前男友分手之后再看，只觉得痛,4,456779539,未知,非常积极,0.84 
文大艮,男,好看,4,11547616,未知,积极,0.71 
seselala,女,记得17年在电影院看完之后哭成狗。这几年断断续续又重复刷了好几遍，感觉是近几年最好看的欧美电影之一了，当年奥斯卡真可惜。,4,35248397,未知,非常积极,1.00 
蒙古皮蛋,保密,奥斯卡近年最好的一部最佳电影doge,4,45051092,未知,非常积极,0.98 
阿月月底,保密,和对象二刷，希望能和她长长久久,4,425986113,未知,非常消极,0.19 
Seul゜,保密,爱情并不是生活的全部,4,13752445,未知,非常积极,0.94 
无端的妄念,保密,很多人不喜欢这个电影，我知道他们没看懂。没看懂不是挺好的吗？呲牙,4,344168407,未知,非常积极,0.88 
看好了LOOK,保密,以我人格担保，这绝对是你一生中值得看的电影！,4,107988436,未知,非常积极,0.99 
账号已注销,保密,爱乐之城我在电影院初看完时不觉得有啥大感觉，但就是会忍不住去把里面所有歌搜出来听，每年一听到歌还会忍不住重温两三次，这电影后劲真的足。,4,5109286,未知,非常积极,1.00 
你永远可以相信麦门,保密,很喜欢这里面的用色，搭配的太好看了，高饱和色调互相撞的时候，感觉就像在逛艺术展。毫不夸张地讲，这部片子里的很多镜头都可以拿来当壁纸，特别舒服。,4,36224469,未知,非常积极,1.00 
冰封の幻羽,保密,高司令演这种悲催的男主角上瘾，看完这个感觉男主好惨啊，收获了事业却没了老婆，然而等你们看完银翼杀手，才发现，那个才是惨，到最后发现自己是一个一无所有的工具人,4,384109315,未知,非常积极,1.00 
地铁老人手机_jpg,男,五周年快乐保卫萝卜哇保卫萝卜笔芯,4,287323439,未知,非常积极,0.81 
哈呐h_,女,打卡 五年了我还是没有释怀,4,77921995,未知,积极,0.73 
毛球TwT,保密,让我看看是谁五年了还是单身狗，哦原来是我自己脱单doge,4,94080372,未知,消极,0.22 
四四四喜啊,保密,不是遗憾，是成长。男女主最后都实现自己的梦想的，以后的 日子会更好，不会太糟。想起双方曾经在一起的种种回忆都是美好的，至少没留遗憾，他们在爱中成长。感觉其实到这个阶段男女主不管是不是和对方在一起，其实都是幸福的。,4,252707207,未知,非常积极,1.00 
HIGHKICK3,女,从超凡爬过来的我哭瞎了 各方面哭瞎 无论是剧情还是石菲,4,7953739,未知,非常积极,0.88 
柘柘柘柘曲,保密,片尾曲像是mia在多年过后不经意哼起的，原来回忆已经刻入心底，哼唱到高潮才忆起，稍微颤抖的声线和结束时的绵长，接入八音盒的清脆，已经都是曾经了。,276,455281891,福建,非常积极,1.00 
绿川治三郎,男,结局那里好多煽情弹幕看得真心尴尬233   不过也有很好笑的，比如Another Day of Sun伴奏曲子出来后有弹幕说海澜之家实属把逗笑了,5,34354045,未知,非常积极,1.00 
日与月同歌,女,爱情在沉寂其中时也要保持清醒和独立，特别喜欢分开的那段，如果他们一方愿为另一方思想妥协就不会出现这样的结果，而正是深爱中仍能不顾分开尊重对方的思想与坚持自我思想独立。如致橡树中如果我爱你，绝不学痴情的鸟儿为绿茵重复单调的歌曲。,5,450899018,未知,非常积极,1.00 
双开门小破,保密,相亲节目里总是看到你最喜欢什么电影爱乐之城欸我也是好巧哦，我倒要来康康这是是啥高大上的文艺片,3,476996049,未知,非常积极,1.00 
退役魔仙彭某人,保密,越看越难过，难过自己没有梦想,3,14875755,未知,非常积极,0.98 
派大星大星星星,保密,这是很好的结局了，离别多年后笑着示意,3,482406892,未知,非常积极,1.00 
脱发苏,保密,今天分手了，还是来看爱乐之城，谢谢爱乐之城哭完之后还是要好好生活,3,26074943,未知,非常积极,0.99 
Alepone,保密,lalaland永远的神,3,17737516,未知,积极,0.73 
碎玻璃乌云,女,最后男女主对视 每次看都会忍不住哭,3,65462665,未知,非常积极,0.85 
_Ayer,保密,五周年啦 最爱的电影,3,154139393,未知,非常积极,1.00 
Dorthea_娅咩,女,可惜没如果大哭大哭大哭大哭大哭大哭大哭终于懂了相爱的人不能在一起的滋味了,3,434556794,未知,非常积极,1.00 
低盐鱼肝油,男,"弹幕说安利香蕉鱼的是魔鬼，我身边所有看过的人都叫我不要看， YOU WILL BE TRAUMATIZED"" 而我很听劝，别看",3,14613940,未知,非常积极,0.88 
青い狐,保密,确实不适合情人节看，因为会让人想起前任。,3,2164604,未知,积极,0.68 
账号已注销,保密,瑞恩高斯林41岁生日十一周年生日快乐,3,479506363,未知,非常积极,0.99 
青衫当仗剑,保密,90婚介所前来报到doge,3,341591000,未知,消极,0.28 
Celeste苟,保密,"二刷lalaland大哭太好看了还会再来的
这部电影无论是故事讲述摄影技法演员表达上，狠狠踩中我的点。
那段蒙太奇结尾依旧（我的眼泪不值钱。
我觉得一部好的电影就像一本好书一样，经得起反复看，经得起观众思考。
可能你看第一遍不是太懂，第二遍自己理解了也熟悉了电影的节奏，之后你还会想去看第三第四遍。你会觉得里面肯定还会有什么自己可以去感受去发现。不同时期不同地点，你都会与这部作品产生共鸣。",3,1886715508,未知,非常积极,1.00 
Copomelo_,保密,总有遗憾,3,66616029,未知,积极,0.69 
